Level,Sentence,level_id,tense,tense_id
B1,Public space such as parks and beaches are essential venues for many recreational activities .,2,present simple,15
B1,Observations of atmospheric chemistry are important .,2,present simple,15
B2,Traditional wood joinery techniques use the distinctive material properties of wood ; often without mechanical fasteners .,3,present simple,15
B1,On May 22 ; 1933 ; Chinese and Japanese representatives met to negotiate the end of the conflict .,2,present simple,15
B1,Virgin purchased twenty percent of the team ; as part of sponsorship arrangement .,2,present simple,15
B2,These crustaceans are from 2 to in length ; with a long body .,3,present simple,15
B2,These crustaceans are from 2 to in length ; with an elongated body .,3,present simple passive,14
B1,Scientists will probably never be certain of the largest and smallest dinosaurs to have ever existed .,2,present simple,15
B1,We will never be certain of the largest and smallest dinosaurs to have existed .,2,present simple,15
B1,From knowing this ; we can now evaluate the integral .,2,present simple,15
B2,While the entire council is responsible for leading the federal administration of Switzerland ; each councilor heads one of the seven federal executive departments .,3,present continuous,11
B1,The whole council is responsible for leading the federal administration of Switzerland ; but each Councilor runs one of the seven federal ministries .,2,present continuous,11
B2,Many forms of amnesia fix themselves without being treated .,3,present simple,15
B2,The church had 61;000 members in 700 congregations in 2009 .,3,past simple,23
B1,In 2009 ; there were 61 000 members in 700 congregations .,2,past simple,23
B2,In the past ; chikungunya existed mostly in developing countries .,3,present simple,15
B2,Historically ; chikungunya has been present mostly in the developing world .,3,present perfect,13
B2,Sand flies are small ; a body size of about 3 mm in length is typical for many species ; which aids them in escaping notice .,3,present simple,15
B1,Sand flies are small ; a body size of about 3 mm in length is typical .,2,present simple,15
B2,Rolling resistance is also the reason that some human civilizations did n't use wheels .,3,present simple,15
B1,Rolling resistance is also the reason at least one historical human civilization abandoned the use of wheels .,2,present simple,15
B2,Humans now play a top role in the biosphere ; with the large amount of people in many of Earth 's ecosystems .,3,present simple,15
B1,Forks have traditionally been used to tune musical instruments ; although electronic tuners are replacing them in many applications .,2,present simple,15
B1,Tuning forks have traditionally been used to tune musical instruments ; though electronic tuners have largely replaced them .,2,present simple,15
B2,After the June 1976 protests ; he was co-founder of assurance to workers charged by the communist regime .,3,past simple passive,22
B2,After the June 1976 protests he was cofounder of assurance to workers prosecuted by communist regime .,3,past simple passive,22
B2,In 1882 the government decided to build a new central passenger station to replace the existing construction .,3,present simple,15
B1,The election election used the supplementary vote system ; which is where the voters choose a first and a second choice of candidates .,2,present simple,15
B2,The election used a supplementary vote system ; in which voters express a first and a second preference of candidates .,3,present simple,15
B2,To hunt fish ; the eagle swoops down over the water and snatches the fish out of the water with its talons .,3,present simple,15
B2,To hunt fish the eagle swoops down over the water and snatches the fish out of the water with its talons .,3,present simple,15
B2,No firm dates can be assigned to this Emperor 's life or reign ; but he is conventionally considered to have reigned from 456 to 479 .,3,present simple,15
B2,In a neutral atom ; the number of electrons equals the number of protons .,3,present simple,15
B1,Dill oil is extracted from the leaves ; stems ; and seeds of the plant .,2,present simple,15
B1,Dill oil can be extracted from the leaves ; stems and seeds of the plant .,2,present simple,15
B2,It has often been noted for its complex lightcurves ; which made determination of its shape and rotation somewhat difficult .,3,present perfect passive,12
B1,Clerical and administrative support has been greatly increased in recent times .,2,present perfect passive,12
B1,Clerical and administrative support has been significantly enhanced in recent times .,2,present perfect passive,12
B1,The flattened bodies of stingrays allow them to hide themselves .,2,present simple,15
B1,It first became extinct in Africa some 1.5 million years ago .,2,past simple,23
B2,There was some controversy surrounding an immunity challenge in the final episode .,3,present simple,15
B2,There was some controversy about an immunity challenge in the last episode .,3,past simple,23
B1,In the United States ; mitigating factors are very important in death penalty cases .,2,present simple,15
B1,A second ; slightly revised edition was republished in 1958 .,2,past simple,23
B1,No globes of the Earth from Antiquity or the Middle Ages have survived .,2,present perfect,13
B2,Languages such as Tcl and Lua were specifically designed as general - purpose scripting languages that could be embedded in any application .,3,present simple,15
B2,The eastern border of the province corresponds to the western side of the Maas ; which originates in France .,3,present simple,15
B2,The eastern border of the province corresponds to the western bank of the Maas ; which originates in France .,3,present simple,15
B2,When depicted he was usually drawn with a black and a yellow stripe painted across his face .,3,past simple,23
B2,There are a few major differences between the political system of the United States and that of most other developed democracies .,3,present simple,15
B2,Tropical disturbances that reach tropical storm intensity are named from a pre-determined list .,3,present simple,15
B1,Hawks have four types of color receptors in the eye .,2,present simple,15
B1,The resort was dependent upon railroad and electric trolley service at first .,2,past simple,23
B1,The resort initially depended on railroad and electric trolley service .,2,past simple,23
B1,Early photographers used it as a component of flash powder .,2,past simple,23
B2,Most present- day coral reefs were formed after the last ice age when melting ice caused the sea level to rise and flood the continental shelves .,3,present simple,15
B2,Like many toucans ; Keel-billed is a very social bird ; rarely seen alone .,3,present simple passive,14
B1,Like many toucans ; keel - billed toucans are very social birds ; rarely seen alone .,2,present simple,15
B2,A flounder 's diet consists mainly of fish spawn ; crustaceans ; polychaetes and small fish .,3,present simple,15
B1,The papyrus is divided into eleven columns .,2,present simple passive,14
B2,The papyrus is divided into eleven columns ; distributed as follows .,3,present simple,15
B1,This was the first time that the federal government helped finance a structure dedicated to the performing arts .,2,present simple,15
B2,Misiones department is relatively flat and several rivers and streams flow through its territory .,3,present simple,15
B2,Misiones department is relatively flat and crossed by a number of rivers and streams .,3,present simple passive,14
B2,No firm dates can be assigned to this Emperor 's life or reign ; but he is conventionally considered to have reigned from 498 to 506 .,3,present simple,15
B1,In the late 1980s ; digital compositing began to supplant optical effects .,2,present simple,15
B2,Sice the late 1980s ; digital compositing began to replace optical effects .,3,present simple,15
B2,The supreme court has a president and 8 judges .,3,present simple,15
B2,The supreme court consists of a president of the court and 8 judges .,3,present simple,15
B2,Under some conditions ; such as extremely low temperature ; some ceramics exhibit high- temperature superconductivity .,3,present simple,15
B1,All even perfect numbers have a very precise form ; odd perfect numbers either do not exist or are rare .,2,present simple,15
B2,Production and consumption of energy resources is very important to the global economy .,3,present simple,15
B2,Renewable energy projects in many developing countries contribute to poverty alleviation by providing the energy needed for creating businesses and employment .,3,present simple,15
B2,The following is a list of some of the songs featured in the movie along with the artist that popularized them .,3,present simple passive,14
B2,Insect respiration is accomplished without lungs .,3,present simple passive,14
B1,The designation of a device as either input or output depends on perspective .,2,present simple,15
B2,His career started in 1960 and continually worked on makeup until 2012 .,3,past simple passive,22
B2,Although peat has many uses for humans ; it also presents problems .,3,present simple,15
B1,Although humans have many uses for peat ; it presents severe problems at times .,2,present simple,15
B2,Metics shared the burdens of citizenship without any of its privileges .,3,past simple,23
B1,After mating has taken place ; males perform various actions to prevent females from mating again .,2,present simple,15
B1,After mating has taken place ; males do various things to stop the female mating again .,2,present simple,15
B1,All nine of the Grenfell brothers were expert polo players .,2,past simple,23
B1,Over 6500 different tangram problems have been created from 19th century texts .,2,present perfect passive,12
B1,Over 6500 different tangram problems have been created from 19th century texts alone ; and the current number is ever-growing .,2,present simple,15
B2,As a simple example ; consider the average daily maximum temperatures for two cities ; one inland and one on the coast .,3,present simple,15
B2,Superscalar CPU design emphasizes improving the instruction dispatcher accuracy ; and allowing it to keep the multiple execution units in use at all times .,3,present continuous,11
B2,Superscalar CPU design is concerned with improving accuracy of the instruction dispatcher ; and allowing it to keep the multiple functional units busy at all times .,3,present simple,15
B2,This digital data is gathered and stored so that the physicist can later analyze the data and reconstruct the physics that occurred .,3,present simple,15
B2,This digital data must be gathered and stored so that the physicist can later analyze the data and reconstruct the physics that occurred .,3,present simple,15
B2,Since metals are good conductors of electricity ; they are valuable in electrical tools and for carrying an electric current over long distances with little energy loss .,3,present simple,15
B1,Various forms of competition can be referred to by the term championship .,2,future simple passive,6
B2,Natural selection has driven the origination and diversification of the toxins to counter the defenses of their prey .,3,present simple,15
B2,Natural selection has driven the diversification of the toxins to counter the defences of the prey .,3,present simple,15
B2,A flat piece of heat - absorbing glass is often placed in the light path between the condensing lens and the slide ; to avoid damaging the latter .,3,present simple,15
B1,A flat piece of heat absorbing glass is often placed between the condensing lens and the slide ; to avoid damaging the slide .,2,present simple,15
B1,The show helped launch the characters into mainstream popularity and became one of the most popular animated series in television history .,2,present simple,15
B1,The symptoms of strep throat usually get better ; with or without treatment ; in about three to five days .,2,present simple,15
B2,Iocaste belongs to the Ananke group ; believed to be the remnants of a break - up of a captured asteroid .,3,present simple,15
B2,Spontaneous abortion occurs in various animals .,3,present simple,15
B1,In 2011 the statue was vandalized three times ; being splashed with red paint .,2,present simple,15
B1,The male is 22 centimeters in length with the elongated outer tail - feathers accounting for 14 - 15 centimeters .,2,present continuous,11
B1,The male is 22 cm in length with the elongated outer tail - feathers accounting for 14 -.,2,present continuous,11
B2,Ordinarily ; presidents are elected for five - year terms ; with no opportunity for immediate reelection .,3,present simple passive,14
B1,Presidents are elected for five - year terms ; with no opportunity for immediate reelection .,2,present simple passive,14
B2,In some groups ; the elytra are fused together ; and the insect is flightless .,3,present simple,15
B2,Three soccer grounds using artificial turfs were opened on 3 October 2012 .,3,present simple,15
B2,On 6 October 2012 three soccer grounds using artificial turf were opened .,3,present simple,15
B2,The building of both bridges was problematic ; with both the first and second bridges requiring several redesigns from multiple architects .,3,present simple,15
B2,The building of both bridges was difficult ; with both the first and second bridges needing multiple redesigns from multiple architects .,3,present simple,15
B2,These observances are controlled by the government ; but are not observed as holidays .,3,present simple passive,14
B1,Some former subspecies have been lately recognized as species for genetic reasons .,2,present perfect passive,12
B2,Some former subspecies are today recognized as species due to genetic reasons .,3,present simple passive,14
B1,Gifted and talented education dates back thousands of years .,2,past simple,23
B2,A stream cipher makes use of a much smaller and more convenient key such as 128 bits .,3,present simple,15
B1,Three different definitions of the rosids were used .,2,past simple passive,22
B1,Three different definitions of the rosids are in use .,2,present simple,15
B2,Since the 1970s ; sports clubs and federations are organized separately within each language community .,3,present simple passive,14
B1,SIDS happens more in infants of mothers who smoke while they are pregnant .,2,present simple,15
B2,SIDS rates are higher in babies of mothers who smoke during pregnancy .,3,present simple,15
B2,Typically ; battle royale contestants are only given one life to play ; any players who die are not allowed to respawn .,3,present simple,15
B2,Normally ; battle royale players are only given one life to play ; any players who die are not allowed to respawn .,3,present simple,15
B2,Some skyscrapers feature rooftop heliports or helistops to serve the transport needs of executives or clients .,3,present simple,15
B2,Some skyscrapers feature rooftop helipads or heliports to serve the transport needs of executives or clients .,3,present simple,15
B1,Usually ; sandals are worn in warmer climates or during warmer parts of the year ; because feet stay cool and dry .,2,present simple passive,14
B2,He discovered some comets ; including periodic comet 22P / Kopff and the non-periodic C / 1906 E1 .,3,present simple,15
B1,He found some comets ; such as the periodic comet 22P / Kopff and the non-periodic C / 1906 E1 .,2,past simple,23
B2,Frequency - dependent selection occurs when the fitness of a phenotype depends on its frequency .,3,present simple,15
B2,Queen Marie never managed to acquire any political influence .,3,present simple,15
B1,Archeological evidence shows settlement in the area since 2000 BC .,2,present simple,15
B1,Archeological evidence suggests a history of settlement in the area since roughly 2000 BC .,2,present simple,15
B2,Croup is diagnosed based on signs and symptoms .,3,present simple passive,14
B1,Cockatoos are recognizable by the showy crests and curved and strong bills .,2,present simple,15
B1,Eunomia has been observed occulting stars three times .,2,present simple,15
B1,Pear trees are typically in production for an average of 50 to 75 years ; although some trees still produce fruit after 100 years .,2,present simple,15
B1,Knockouts are accomplished through a variety of techniques .,2,present simple passive,14
B1,Knockout is accomplished through a combination of techniques .,2,present simple passive,14
B2,The province is a popular place among tourists because of its beaches and resorts .,3,present simple,15
B1,Both types strike by rapidly unfolding and swinging their claws at the prey ; and can cause serious damage on victims larger than themselves .,2,present simple,15
B2,Both types strike by rapidly unfolding and swinging their raptorial claws at the prey ; and can inflict serious damage on victims significantly greater in size than themselves .,3,present simple,15
B2,The high wages and abundance of available land seen in the late 14th century and early 15th century were replaced with low wages and a land shortage .,3,past simple,23
B1,The high wages and abundance of available land seen in the late 15th century and early 16th century were replaced with low wages and a land shortage .,2,past simple,23
B1,The city has both professional and amateur sports teams ; and a number of venues where they are based .,2,present simple,15
B2,The 2016 census found that 51.3 % of residents spoke English ; and 21.3 % spoke French ; as their first language .,3,past simple,23
B2,Cenotes are surface connections to underground water bodies .,3,present simple,15
B2,Chinese records show that in 188 AD the comet reached apparent magnitude 0.1 .,3,present simple,15
B2,Chinese records indicate that ; in 188 ; the comet reached apparent magnitude 0.1 .,3,present simple,15
B2,After several months of consideration ; a corporate foundation was established in September 2011 .,3,past simple passive,22
B2,Tidal stream generators are the cheapest and the least ecologically damaging among the three main forms of tidal power generation .,3,present simple,15
B2,Tidal stream power is the cheapest and the least ecologically damaging among the three main forms of tidal power generation .,3,present simple,15
B1,Determining what records have enduring value can be challenging .,2,present simple,15
B1,CamelCase is used in some wiki markup languages for terms that should be automatically linked to other wiki pages .,2,present simple,15
B2,Camel case is used in some wiki markup languages for terms that should be automatically linked to other wiki pages .,3,present simple,15
B2,Many course themes recur throughout the series .,3,present simple,15
B1,Scotland has the joint oldest national football team in the world as they played England in the first ever international football match in 1872 .,2,present simple,15
B2,The hard palate is formed before birth .,3,present simple passive,14
B1,A significant issue with standard candles is the recurring question of how standard they are .,2,present continuous,11
B2,Limited omnibus editions have 24 issues in a slipcase with several extras .,3,present simple,15
B2,After a virus has made many copies of itself ; it has usually exhausted the cell of its resources .,3,present perfect,13
B2,A volcanologist is a person who studies volcanoes and their eruptions .,3,present simple,15
B1,The following shows several D capabilities and D design trade- offs in a short program .,2,present simple,15
B1,Tor is an inches tall man who can not fall asleep no matter what he tries .,2,present simple,15
B2,Various political ideologies such as Christian Democracy or Liberalism can be classified as centrist .,3,future simple passive,6
B2,Various political ideologies ; such as Christian democracy ; can be classified as centrist .,3,future simple passive,6
B1,There are many exceptions to this rule ; however .,2,present simple,15
B2,Almost all wattles have cream to golden flowers .,3,present perfect,13
B1,Almost all wattles have cream to golden colored flowers .,2,present perfect,13
B1,The class was gradually taken out of service from the early 1980s .,2,past simple passive,22
B2,Rat snakes are commonly kept as pets by reptile enthusiasts .,3,present simple passive,14
B1,The county is divided into municipalities .,2,present simple passive,14
B1,The county is subdivided into municipalities .,2,present simple passive,14
B2,Engineers in the nineteenth century understood that a bridge that was continuous across multiple supports would distribute the loads among them .,3,future simple,7
B2,Although its surface circulation had dissipated ; its upper circulation remained unbroken and created a burst of rainfall early on August 20 .,3,past perfect,21
B1,Michener wrote that he did not know who his biological parents were ; or exactly when or where he was born .,2,present simple,15
B1,In modern football ; the terms winger or wide player refer to a non-defender who plays on the left or right sides of the pitch .,2,present simple,15
B1,In end of the 19th century ; the yoke and arrows became a political symbol of the Spanish socialist party .,2,present simple,15
B2,In the late 1800s ; the yoke and arrows became the political symbol of the Spanish socialist party .,3,present simple,15
B1,The median income for a household in the city was $ 32;588 ; and the median income for a family was $ 36;165 .,2,past simple,23
B1,The median income for a household in the city was $ 16;563 ; and the median income for a family was $ 33;125 .,2,past simple,23
B2,At the other end of the spectrum ; the 15 percent of humankind in the developed countries have 80 percent of global income .,3,present simple,15
B2,At the other end of the spectrum ; the 15 percent of people in the developed countries have 80 percent of global income .,3,present simple,15
B1,Eid prayers must be offered in congregation .,2,future simple passive,6
B2,The Eid prayer must be offered in congregation .,3,future simple passive,6
B2,Not all virus infections produce a protective immune response .,3,present simple,15
B2,Not all virus infections produce a protective immune response in this way .,3,present simple,15
B2,On September 1 ; a tropical wave moved off the coast of Africa and headed westward .,3,past simple,23
B1,All shrews are small ; most no larger than a mouse .,2,present simple,15
B2,All shrews are comparatively small ; most no larger than a mouse .,3,present simple,15
B2,Syncopation has been an important element of musical composition since at least the Middle Ages .,3,present perfect,13
B2,The Founding Fathers wanted republicanism because its ideas guaranteed liberty ; with limited powers checking and balancing each other .,3,present simple,15
B2,The use of complementary colors is an important aspect of art and graphic design .,3,present simple,15
B1,This species may be encountered in a wide range of open habitats and gardens .,2,future simple passive,6
B2,Pusheen is an example of the popularity of cats on the Internet .,3,present simple,15
B2,According to its redshift ; the quasar is about 8 billion light years from Earth ; while the lensing galaxy is only 400 million light years away .,3,present simple,15
B2,The signs and symptoms of African trypanosomiasis happen in two stages .,3,present simple,15
B2,Feature films usually have insurance in place by the time principal photography begins .,3,present simple,15
B2,Feature movies usually have insurance when principal photography starts .,3,present simple,15
B2,For efficiency the sectors should be serviced in order of proximity to the current head position ; rather than in the order received .,3,future simple passive,6
B2,For increased efficiency the sectors should be serviced in order of proximity to the current head position ; not the order received .,3,future simple passive,6
B1,The proliferation of this weapon is reflected by more than just numbers .,2,present simple passive,14
B2,The proliferation of this weapon is shown by more than just numbers .,3,present simple passive,14
B2,Louvers are used as semi-passive means of thermal control on spacecraft as well .,3,present simple passive,14
B1,Thandiani is characterized by excellent weather and lush greenery in the summer months ; and snow-covered vistas and hills in the winter .,2,present simple passive,14
B1,Thandiani has excellent weather and lush greenery in the summer months ; and snow-covered views and hills in the winter .,2,present perfect,13
B2,The family is endemic to Australia ; and comprises 16 species in four genera .,3,present simple,15
B1,The family is native to Australia ; and contains 16 species in four genera .,2,present simple,15
B1,Web browsers and web proxy servers use caches to store previous responses from web servers ; such as web pages .,2,present simple,15
B2,People have been pedicuring nails for over four thousand years .,3,present perfect continuous,9
B2,Like most ; or even all behaviors ; aggression can be examined in terms of its ability to help an animal reproduce and survive .,3,present simple,15
B1,There are 12 described genera and 43 described species of erinaceid .,2,present simple,15
B2,Biophysical chemists employ various techniques used in physical chemistry to probe the structure of biological systems .,3,present simple,15
B1,A number of plateaus make up a large part of the plain .,2,present simple,15
B1,But in the inland areas more than half of the population was Serbo- Croatian speaking ; after the first years of the eighteenth century .,2,past simple,23
B1,As the Tenaru battle was ending ; more Japanese troops were already on their way .,2,present simple,15
B2,As the Tenaru battle was ending ; more Japanese reinforcements were already on their way .,3,present simple,15
B2,Some of topics in the novel include selective mutism ; death and grief .,3,present simple,15
B1,Several of the topics explored in the novel include selective mutism ; death ; and grief .,2,present simple,15
B1,Tide pools are a home for hardy organisms such as sea stars ; mussels and clams .,2,present simple,15
B2,Tide pools provide a home for hardy organisms such as starfish ; mussels and clams .,3,present simple,15
B2,Nowadays ; long distance relays have become increasingly popular with runners of all skill -levels .,3,present perfect,13
B1,Many cultures have an oral law ; while most contemporary legal systems have a formal written organization .,2,present simple,15
B2,The steppe region had long been inhabited by mounted nomads ; and from the central steppes they could reach all areas of the Asian continent .,3,future simple,7
B2,The steppe region had long been inhabited by nomads ; and from the central steppes they could reach all areas of the Asian continent .,3,future simple,7
B2,Most species eat small invertebrates picked out of mud or exposed soil .,3,present simple,15
B2,Below are examples of a typical netsplit .,3,present simple,15
B1,Below is an example of typical netsplit .,2,present simple,15
B2,In some non-mammal species ; including fish and birds ; the tectum is one of the largest components of the brain .,3,present simple,15
B1,Daqing exports over 10 million tons of crude oil each year .,2,present simple,15
B2,These sometimes immense gatherings fuel the ocean food web .,3,present simple,15
B1,These immense gatherings fuel the ocean food web .,2,present simple,15
B2,On 25 September 2017 ; he was hospitalized due to liver failure .,3,present simple,15
B2,This changed how dinosaurs are seen by both professional dinosaur illustrators ; and by the public .,3,present simple passive,14
B1,Diamond is one of the best known allotropes of carbon .,2,present simple,15
B2,Diamond is a well known allotrope of carbon .,3,present simple passive,14
B1,The artists who produced these unique paintings used techniques not often observed in other cave art .,2,past simple passive,22
B1,The artists who produced these paintings used techniques rarely found in other cave art .,2,past simple,23
B2,The burgh has about 1;300 people ; with about 25 per cent of pensionable age .,3,present simple,15
B2,The burgh has a population of approximately 1;300 with about 25 per cent of pensionable age .,3,present simple,15
B1,Named because it resembles a ladder ; the ladder frame is the simplest and oldest of all designs .,2,present simple,15
B1,So named for its resemblance to a ladder ; the ladder frame is one of the simplest and oldest of all designs .,2,present simple,15
B1,The cause of the crash was determined to be pilot error in attempting a descent below decision height without the runway environment in sight .,2,present simple,15
B1,The cause of the crash was determined to be crew error in attempting a descent below decision height without the runway environment in sight .,2,present simple,15
B2,Despite these protests ; the film was critically celebrated ; with praise directed towards its dialogues and the actors performances in particular .,3,past simple passive,22
B2,Despite these protests ; the film was critically acclaimed ; with praise directed towards its dialogues and the actors ' performances in particular .,3,past simple passive,22
B1,Some popular examples of the appeal to nature can be found on labels and advertisements for food ; clothing ; and health products .,2,present simple,15
B2,The animal was robust with powerfully built jaws and very strong forelimbs .,3,past simple passive,22
B2,The animal was extremely robust with powerfully built jaws and very strong fore limbs .,3,past simple passive,22
B2,As a job ; medical illustration has a more recent history .,3,present simple,15
B2,As a profession ; medical illustration has a more recent history .,3,present simple,15
B2,The laboratory of 3D computer graphics and calculation investigates new algorithms to solve problems of processing and analysis of signals and images .,3,present simple,15
B2,These birds feed on nectar from flowers using a long extendable tongue .,3,present continuous,11
B2,These birds feed on nectar from flowers using a long tongue .,3,present continuous,11
B2,The provinces are grouped into 17 regions based on geographical ; cultural ; and ethnological characteristics .,3,present simple passive,14
B2,The provinces are grouped into seventeen regions based on geographical ; cultural ; and ethnological characteristics .,3,present simple passive,14
B1,Garnica started in athletics after his eyesight got really bad ; and is a T12 long distance track and field races .,2,present simple,15
B1,Plants in wildfire - prone ecosystems often have adaptations to their local conditions .,2,present simple,15
B1,This list is arranged by the place the river drains .,2,present simple,15
B1,This list is arranged by where the river drains .,2,present simple,15
B2,France is a secular country and the constitution guarantees freedom of religion .,3,present simple,15
B1,Heavy rotation or power rotation is a term that applies to a list of songs that get the most airplay on a radio station .,2,present simple,15
B2,A true claw is made of hard protein called keratin .,3,present simple passive,14
B2,A claw is made of hard protein called keratin .,3,present simple passive,14
B2,Unlike most earlier display protocols ; X was specifically designed to be used over network connections rather than on an integral or attached display device .,3,present simple,15
B1,Unlike previous display protocols ; X was specifically designed to be used over network connections rather than on a display near the computer .,2,present simple,15
B2,The average age of the current Earth 's continental crust has been estimated to be about 2.0 billion years .,3,present simple,15
B2,The movie received mostly positive reviews from critics ; and performances from the cast were praised .,3,past simple,23
B2,The film generated mostly positive reviews ; and performances from the cast were praised .,3,past simple,23
B1,The main economic activity is tourism and the parish is a major tourism destination .,2,present simple,15
B2,The main industry is tourism and the parish is a major tourism destination .,3,present simple,15
B2,The goal of stuttering modification therapy is not to get rid of stuttering but to change it so that stuttering is easier and less stressful .,3,present simple,15
B2,Breckinridge ordered his field officers to make an inspection of the troops and to report back with the condition of his army .,3,present simple,15
B1,Modern historical linguistics dates from the late 18th century .,2,present simple,15
B1,Usually ; such drives will be custom-stamped with a company 's logo ; as a form of advertising .,2,future simple,7
B2,The rate of fire depended on the skill of the soldier ; which was typically about three shots per minute .,3,past simple,23
B1,The rate of fire depended on the skill of the soldier ; but was typically about three shots per minute .,2,past simple,23
B2,Small pieces of colored and iridescent shell have been used to create mosaics and inlays ; which have been used to decorate walls ; furniture and boxes .,3,present simple,15
B1,The median income for a household in the county was $ 46;941 ; and the median income for a family was $ 52;281 .,2,past simple,23
B2,White is regarded by many as England 's first ecologist and one of the founders of modern respect for nature .,3,present simple passive,14
B1,The supposed small galaxy contains a relatively high percentage of red giants and is thought to contain an estimated one billion stars in all .,2,present simple,15
B2,The supposed small galaxy contains a relatively high percentage of red giant stars ; and is thought to contain an estimated one billion stars in all .,3,present simple,15
B2,The small commune formed only industrial and is residential today ; the magnificent buildings mixed with modern buildings .,3,present simple,15
B2,The small commune formed only industrial and is residential today ; the picturesque buildings mixed with modern buildings .,3,present simple,15
B2,Typically unitary authorities cover towns or cities which are large enough to function independently of county or other regional administration .,3,present simple,15
B2,Public attitudes and the actions of key stakeholders can play a crucial role in realizing the potential of sustainable biofuels .,3,future continuous,3
B2,Public attitudes and the actions of stakeholders can play a crucial role in realizing the potential of biofuels .,3,future continuous,3
B2,Choreography is the art of making dances ; and the person who practices this art is called a choreographer .,3,present continuous,11
B2,In rocks of the Mesozoic era ; gastropods are slightly more common as fossils ; their shells are often well preserved .,3,present simple,15
B1,In rocks of the Mesozoic era gastropods are more common as fossils and their shell is often well preserved .,2,present simple,15
B1,While some books are original ; others began as text copied over from other sources of free content textbooks found on the Internet .,2,present simple,15
B1,737s do not have fuel dump systems .,2,present simple,15
B1,Four important qualities for the rocks were recognized in the Tang dynasty .,2,past simple passive,22
B1,In the Tang dynasty ; a set of four important qualities for the rocks were recognized .,2,past simple passive,22
B2,Most oomycetes produce two types of spores .,3,present simple,15
B1,Traditional Faroese food is mainly based on meat and potatoes and uses few fresh vegetables .,2,present simple,15
B1,Traditional Faroese food is mainly based on meat ; seafood and potatoes and uses few fresh vegetables .,2,present simple,15
B1,Many of the details of the galaxy remain a mystery ; foremost of which is how it formed .,2,present simple,15
B2,Many of the details of the galaxy remain a mystery ; especially how it formed .,3,present simple,15
B2,For the individual ; information security has a significant effect on privacy ; which is viewed very differently in various cultures .,3,present simple,15
B2,Given the above ; one widely held view of the progression of the accounting and finance career path is that financial accounting is a stepping stone to management accounting .,3,present simple,15
B2,Given the above ; one view of the progression of the accounting and finance career path is that financial accounting is a stepping stone to management accounting .,3,present simple,15
B2,No firm dates can be assigned to this Emperor 's life or reign ; but he is conventionally considered to have reigned from 480 to 484 .,3,present simple,15
B2,No firm dates can be assigned to this Emperor 's life or reign ; but he is conventionally considered to have reigned from 485 to 487 .,3,present simple,15
B1,In the United States ; the overall cost of getting cochlear implants was about $ 100;000 as of 2017 .,2,present simple,15
B2,The total cost of a cochlear implant in the United States was about $ 100;000 in 2017 .,3,past simple,23
B1,Standing ovations are also often given in a sporting context to reflect an outstanding individual performance .,2,present simple,15
B2,Measurements made in the laboratory are essential to our understanding of the sources and sinks of pollutants and compounds found in nature .,3,present simple passive,14
B1,Measurements made in the laboratory are essential to our understanding of the sources and sinks of pollutants and naturally occurring compounds .,2,present continuous,11
B1,In January 2013 Jenneke was tenth on AskMen. com 's 99 Most Desirable Women 2013 .,2,past simple passive,22
B1,There were 26 total reigns and 1 vacancy .,2,past simple,23
B1,There were 26 reigns and 1 vacancy .,2,past simple,23
B2,While the cause of the common cold has been known since only the 1950s ; the disease has been with humanity since ancient times .,3,present perfect passive,12
B2,While the cause of the common cold has only been identified since the 1950s ; the disease has been with humanity throughout history .,3,present perfect passive,12
B1,Sgr A West looks like a three - arm spiral from the point of view of the Earth .,2,present simple,15
B1,Rainbands that form near and ahead of cold fronts can be squall lines which can produce tornadoes .,2,present simple,15
B2,Rainbands spawned near and ahead of cold fronts can be squall lines which are able to produce tornadoes .,3,present simple,15
B1,The primary goal of instrument analysis is to quantify an amount of substance .,2,present simple,15
B2,Sit -skis are for wheelchair users or other skiers who have paraplegia .,3,present simple,15
B2,Until the end of 2004 ; there were six criteria for cultural heritage and four criteria for natural heritage .,3,past simple,23
B1,Up to 2004 ; there were six criteria for cultural heritage and four criteria for natural heritage .,2,past simple,23
B1,Pest control is at least as old as agriculture ; as there has always been a need to keep crops free from pests .,2,present simple,15
B2,Pest control is as old as agriculture ; as there has always been a need to keep crops free from pests .,3,present simple,15
B2,Shortage of rain during the highly variable Monsoon season can cause droughts in U. P. leading to severe loss to man and property .,3,future continuous,3
B1,The dusty halo seen in pictures is big ; being around 2000 km in lengthwise extent .,2,present continuous,11
B1,His passion for science derived from his lifelong love of horses .,2,past simple,23
B1,His passion for science came from his lifelong love of horses .,2,past simple,23
B2,The metabolic rate varies between individuals .,3,present simple,15
B1,The basic metabolic rate varies between individuals .,2,present simple,15
B2,Jutbring has been an active proponent of feminism and equal opportunities for women .,3,present perfect,13
B2,Jutbring has been an active supporter of feminism and equal opportunities for women .,3,present perfect,13
B1,Absinthe has a natural green color but may also be colorless .,2,present simple,15
B1,Absinthe traditionally has a natural green color ; but may also be colorless .,2,present simple,15
B2,Attempts have been periodically made to raise sheep there .,3,present simple,15
B2,Goaltenders are not allowed to be captains during games .,3,present simple,15
B1,From another side this novel is a mixture of thriller and fantasy .,2,present simple,15
B2,From an other side this novel is a mixt of thriller and fantasy .,3,present simple,15
B1,The province has 6 districts and 12 municipalities .,2,present simple,15
B2,The geodetic center of North America is located within the county .,3,present simple passive,14
